From;To;Source
cs+class://Gallio/Common/Reflection/Impl/StaticByRefTypeWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticConstructedTypeWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticCodeElementWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticConstructedTypeWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticSpecialTypeWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticConstructorWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticFunctionWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticDeclaredTypeWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticTypeWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticEventWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticReflectedMemberWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticFieldWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticReflectedMemberWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticFunctionWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticReflectedMemberWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticGenericParameterWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticSpecialTypeWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticMemberWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticCodeElementWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticMethodWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticFunctionWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticParameterWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticCodeElementWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticPointerTypeWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticConstructedTypeWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticPropertyWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticReflectedMemberWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticReflectedMemberWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticMemberWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticSpecialTypeWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticTypeWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/Impl/StaticTypeWrapper;cs+class://Gallio/Common/Reflection/Impl/StaticMemberWrapper;(not implemented)
cs+class://Gallio/Common/Reflection/ReflectionResolveException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Framework/TestTerminatedException;cs+class://Gallio/Framework/TestException;(not implemented)
cs+class://Gallio/Framework/Pattern/DefaultTestBuilder;cs+class://Gallio/Framework/Pattern/BaseTestComponentBuilder;(not implemented)
cs+class://Gallio/Framework/Pattern/DefaultTestParameterBuilder;cs+class://Gallio/Framework/Pattern/BaseTestComponentBuilder;(not implemented)
cs+class://Gallio/Framework/Assertions/AssertionException;cs+class://Gallio/Framework/TestFailedException;(not implemented)
cs+class://Gallio/Framework/Assertions/AssertionFailureException;cs+class://Gallio/Framework/Assertions/AssertionException;(not implemented)
cs+class://Gallio/Model/Filters/FilterParseException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Runner/Events/DisposeFinishedEventArgs;cs+class://Gallio/Runner/OperationFinishedEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/ExploreFinishedEventArgs;cs+class://Gallio/Runner/OperationFinishedEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/TestStepLogStreamBeginMarkerBlockEventArgs;cs+class://Gallio/Runner/Events/TestStepLogStreamEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/InitializeFinishedEventArgs;cs+class://Gallio/Runner/OperationFinishedEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/RunFinishedEventArgs;cs+class://Gallio/Runner/OperationFinishedEventArgs;(not implemented)
cs+class://Gallio/Runtime/Extensibility/ComponentHandle[2];cs+class://Gallio/Runtime/Extensibility/ComponentHandle;(not implemented)
cs+class://Gallio/Runtime/Extensibility/ComponentDescriptor/ComponentDependencyResolver;cs+class://Gallio/Runtime/Extensibility/DefaultObjectDependencyResolver;(not implemented)
cs+class://Gallio/Runtime/Extensibility/PluginDescriptor/PluginDependencyResolver;cs+class://Gallio/Runtime/Extensibility/DefaultObjectDependencyResolver;(not implemented)
cs+class://Gallio/Runtime/Formatting/StubFormatter;cs+class://Gallio/Runtime/Formatting/RuleBasedFormatter;(not implemented)
cs+class://Gallio/Runner/Events/TestStepFinishedEventArgs;cs+class://Gallio/Runner/Events/TestStepEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/TestStepLifecyclePhaseChangedEventArgs;cs+class://Gallio/Runner/Events/TestStepEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/TestStepLogStreamEmbedEventArgs;cs+class://Gallio/Runner/Events/TestStepLogStreamEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/TestStepLogStreamEventArgs;cs+class://Gallio/Runner/Events/TestStepEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/TestStepLogStreamEndBlockEventArgs;cs+class://Gallio/Runner/Events/TestStepLogStreamEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/TestStepLogStreamBeginSectionBlockEventArgs;cs+class://Gallio/Runner/Events/TestStepLogStreamEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/TestStepLogStreamWriteEventArgs;cs+class://Gallio/Runner/Events/TestStepLogStreamEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/TestStepLogAttachEventArgs;cs+class://Gallio/Runner/Events/TestStepEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/TestStepMetadataAddedEventArgs;cs+class://Gallio/Runner/Events/TestStepEventArgs;(not implemented)
cs+class://Gallio/Runner/Events/TestStepStartedEventArgs;cs+class://Gallio/Runner/Events/TestStepEventArgs;(not implemented)
cs+class://Gallio/Runtime/ConsoleSupport/DefaultCommandLineArgumentAttribute;cs+class://Gallio/Runtime/ConsoleSupport/CommandLineArgumentAttribute;(not implemented)
cs+class://Gallio/Runtime/Hosting/LocalHost;cs+class://Gallio/Runtime/Hosting/BaseHost;(not implemented)
cs+class://Gallio/Common/Messaging/MessagingException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Runtime/Preferences/FilePreferenceSet/PreferenceSetWriter;cs+class://Gallio/Runtime/Preferences/FilePreferenceSet/PreferenceSetReader;(not implemented)
cs+class://Gallio/Framework/Data/CsvDataSet/Item;cs+class://Gallio/Framework/Data/SimpleDataItem;(not implemented)
cs+class://Gallio/Framework/Data/DataBindingException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Framework/Data/JoinedDataSet/ResolvedBinding;cs+class://Gallio/Framework/Data/DataBinding;(not implemented)
cs+class://Gallio/Framework/Data/ListDataItem[1];cs+class://Gallio/Framework/Data/SimpleDataItem;(not implemented)
cs+class://Gallio/Framework/Data/MethodInvocationSpec;cs+class://Gallio/Framework/Data/DataBindingSpec;(not implemented)
cs+class://Gallio/Framework/Data/ObjectCreationSpec;cs+class://Gallio/Framework/Data/DataBindingSpec;(not implemented)
cs+class://Gallio/Framework/Data/ScalarDataItem[1];cs+class://Gallio/Framework/Data/SimpleDataItem;(not implemented)
cs+class://Gallio/Framework/Data/XmlDataSet/Item;cs+class://Gallio/Framework/Data/SimpleDataItem;(not implemented)
cs+class://Gallio/Framework/Pattern/PatternUsageErrorException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Framework/Pattern/PatternTest;cs+class://Gallio/Model/Tree/Test;(not implemented)
cs+class://Gallio/Framework/Pattern/PatternTestStep;cs+class://Gallio/Model/Tree/TestStep;(not implemented)
cs+class://Gallio/Framework/Pattern/PatternTestParameter;cs+class://Gallio/Model/Tree/TestParameter;(not implemented)
cs+class://Gallio/Framework/SilentTestException;cs+class://Gallio/Framework/TestTerminatedException;(not implemented)
cs+class://Gallio/Framework/TestException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Framework/TestFailedException;cs+class://Gallio/Framework/TestException;(not implemented)
cs+class://Gallio/Framework/TestInconclusiveException;cs+class://Gallio/Framework/TestException;(not implemented)
cs+class://Gallio/Runtime/Hosting/IsolatedAppDomainHost;cs+class://Gallio/Runtime/Hosting/RemoteHost;(not implemented)
cs+class://Gallio/Runtime/Hosting/IsolatedProcessHost;cs+class://Gallio/Runtime/Hosting/RemoteHost;(not implemented)
cs+class://Gallio/Runtime/Hosting/IsolatedProcessHost/HostProcessTask;cs+class://Gallio/Common/Concurrency/ProcessTask;(not implemented)
cs+class://Gallio/Runtime/RuntimeException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Runtime/Hosting/HostException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Runtime/Hosting/RemoteHost;cs+class://Gallio/Runtime/Hosting/BaseHost;(not implemented)
cs+class://Gallio/Model/Filters/NameFilter[1];cs+class://Gallio/Model/Filters/PropertyFilter[1];(not implemented)
cs+class://Gallio/Common/Security/ImpersonationException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Common/Validation/ValidationException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Model/Tree/TestParameter;cs+class://Gallio/Model/Tree/TestComponent;(not implemented)
cs+class://Gallio/Runner/Reports/FileSystemReportContainer;cs+class://Gallio/Runner/Reports/AbstractReportContainer;(not implemented)
cs+class://Gallio/Model/Schema/TestStepData;cs+class://Gallio/Model/Schema/TestComponentData;(not implemented)
cs+class://Gallio/Model/Schema/TestParameterData;cs+class://Gallio/Model/Schema/TestComponentData;(not implemented)
cs+class://Gallio/Model/Schema/TestData;cs+class://Gallio/Model/Schema/TestComponentData;(not implemented)
cs+class://Gallio/Runner/RunnerException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Model/Filters/AssemblyFilter[1];cs+class://Gallio/Model/Filters/PropertyFilter[1];(not implemented)
cs+class://Gallio/Model/Filters/IdFilter[1];cs+class://Gallio/Model/Filters/PropertyFilter[1];(not implemented)
cs+class://Gallio/Model/Filters/MemberFilter[1];cs+class://Gallio/Model/Filters/PropertyFilter[1];(not implemented)
cs+class://Gallio/Model/Filters/MetadataFilter[1];cs+class://Gallio/Model/Filters/PropertyFilter[1];(not implemented)
cs+class://Gallio/Model/Filters/NamespaceFilter[1];cs+class://Gallio/Model/Filters/PropertyFilter[1];(not implemented)
cs+class://Gallio/Model/Filters/TypeFilter[1];cs+class://Gallio/Model/Filters/PropertyFilter[1];(not implemented)
cs+class://Gallio/Model/Tree/TestStep;cs+class://Gallio/Model/Tree/TestComponent;(not implemented)
cs+class://Gallio/Model/Tree/Test;cs+class://Gallio/Model/Tree/TestComponent;(not implemented)
cs+class://Gallio/Model/ModelException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Model/Tree/RootTest;cs+class://Gallio/Model/Tree/Test;(not implemented)
cs+class://Gallio/Tests/Common/Diagnostics/ExceptionDataTest/SampleException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/Tests/Common/Remoting/BaseChannelTest/StubChannel;cs+class://Gallio/Common/Remoting/BaseChannel;(not implemented)
cs+class://Gallio/Tests/Framework/Assertions/AssertionContextTest/StubAssertionFailure;cs+class://Gallio/Framework/Assertions/AssertionFailure;(not implemented)
cs+class://Gallio/Tests/Framework/Data/SimpleDataItemTest/StubDataItem;cs+class://Gallio/Framework/Data/SimpleDataItem;(not implemented)
cs+class://Gallio/Tests/Reports/VtlReportFormatterTest/ResourceVelocityEngineFactory;cs+class://Gallio/Reports/Vtl/DefaultVelocityEngineFactory;(not implemented)
cs+class://MbUnit/Framework/ContractVerifiers/Core/NotEnoughHashesException;cs+class://System/Exception;(not implemented)
cs+class://MbUnit/Framework/ExpectedInvalidOperationExceptionAttribute;cs+class://MbUnit/Framework/ExpectedExceptionAttribute;(not implemented)
cs+class://MbUnit/Framework/AnnotationAttribute;cs+class://Gallio/Framework/Pattern/AnnotationPatternAttribute;(not implemented)
cs+class://MbUnit/Framework/ExpectedArgumentExceptionAttribute;cs+class://MbUnit/Framework/ExpectedExceptionAttribute;(not implemented)
cs+class://MbUnit/Framework/ExpectedArgumentNullExceptionAttribute;cs+class://MbUnit/Framework/ExpectedExceptionAttribute;(not implemented)
cs+class://MbUnit/Framework/ExpectedArgumentOutOfRangeExceptionAttribute;cs+class://MbUnit/Framework/ExpectedExceptionAttribute;(not implemented)
cs+class://MbUnit/Framework/MirrorException;cs+class://System/Exception;(not implemented)
cs+class://MbUnit/Framework/ContractVerifiers/InvalidValuesClass[1];cs+class://MbUnit/Framework/ContractVerifiers/DistinctInstanceCollection[1];(not implemented)
cs+class://MbUnit/Framework/ContractVerifiers/Core/ListHandler[2];cs+class://MbUnit/Framework/ContractVerifiers/Core/CollectionHandler[2];(not implemented)
cs+class://MbUnit/Framework/AutoEmbedRecordingAttribute;cs+class://MbUnit/Framework/AutoEmbedScreenshotAttribute;(not implemented)
cs+class://MbUnit/Framework/AssertExceptionAttribute;cs+class://MbUnit/Framework/CatchExceptionAttribute;(not implemented)
cs+class://MbUnit/Framework/CustomXmlOptions;cs+class://MbUnit/Framework/XmlOptions;(not implemented)
cs+class://MbUnit/Framework/TestCase;cs+class://MbUnit/Framework/TestDefinition;(not implemented)
cs+class://MbUnit/Framework/TestSuite;cs+class://MbUnit/Framework/TestDefinition;(not implemented)
cs+class://MbUnit/Tests/Framework/AssertTest_HasAttribute/ChildFooAttribute;cs+class://MbUnit/Tests/Framework/AssertTest_HasAttribute/FooAttribute;(not implemented)
cs+class://MbUnit/Tests/Framework/ContractVerifiers/ComparisonContractTest/SampleChildComparable;cs+class://MbUnit/Tests/Framework/ContractVerifiers/ComparisonContractTest/SampleParentComparable;(not implemented)
cs+class://MbUnit/Tests/Framework/ContractVerifiers/EqualityContractTest/SampleChildEquatable;cs+class://MbUnit/Tests/Framework/ContractVerifiers/EqualityContractTest/SampleParentEquatable;(not implemented)
cs+class://MbUnit/Tests/Framework/ContractVerifiers/ExceptionContractTest/SampleSerializedException;cs+class://System/Exception;(not implemented)
cs+class://MbUnit/Tests/Framework/ContractVerifiers/ExceptionContractTest/SampleUnserializedException;cs+class://System/Exception;(not implemented)
cs+class://MbUnit/Tests/Framework/ContractVerifiers/ExceptionContractTest/SampleMissingBaseCallException;cs+class://System/Exception;(not implemented)
cs+class://MbUnit/Tests/Framework/ImportanceAttributeTest/TestImportanceAttribute;cs+class://MbUnit/Framework/ImportanceAttribute;(not implemented)
cs+class://MbUnit/Framework/Reflection/ReflectionException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/XunitAdapter/Model/XunitTest;cs+class://Gallio/Model/Tree/Test;(not implemented)
cs+class://Gallio/NUnitAdapter/Model/NUnitTest;cs+class://Gallio/Model/Tree/Test;(not implemented)
cs+class://Gallio/NUnitAdapter/Model/NUnitAssemblyTest;cs+class://Gallio/NUnitAdapter/Model/NUnitTest;(not implemented)
cs+class://Gallio/MbUnit2Adapter/Model/MbUnit2AssemblyTest;cs+class://Gallio/MbUnit2Adapter/Model/MbUnit2Test;(not implemented)
cs+class://Gallio/MbUnit2Adapter/Model/MbUnit2Test;cs+class://Gallio/Model/Tree/Test;(not implemented)
cs+class://Gallio/Loader/LoaderException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/ReSharperRunner/Provider/Daemons/InfoAnnotationHighlighting;cs+class://Gallio/ReSharperRunner/Provider/Daemons/AnnotationHighlighting;(not implemented)
cs+class://Gallio/ReSharperRunner/Provider/Daemons/WarningAnnotationHighlighting;cs+class://Gallio/ReSharperRunner/Provider/Daemons/AnnotationHighlighting;(not implemented)
cs+class://Gallio/ReSharperRunner/Provider/Daemons/ErrorAnnotationHighlighting;cs+class://Gallio/ReSharperRunner/Provider/Daemons/AnnotationHighlighting;(not implemented)
cs+class://Gallio/ReSharperRunner/Provider/Tasks/GallioTestAssemblyTask;cs+class://Gallio/ReSharperRunner/Provider/Facade/FacadeTask;(not implemented)
cs+class://Gallio/ReSharperRunner/Provider/Tasks/GallioTestExplicitTask;cs+class://Gallio/ReSharperRunner/Provider/Facade/FacadeTask;(not implemented)
cs+class://Gallio/ReSharperRunner/Provider/Tasks/GallioTestRunTask;cs+class://Gallio/ReSharperRunner/Provider/Facade/FacadeTask;(not implemented)
cs+class://Gallio/ReSharperRunner/Provider/Tasks/GallioTestItemTask;cs+class://Gallio/ReSharperRunner/Provider/Facade/FacadeTask;(not implemented)
cs+class://Gallio/NCoverIntegration/NCoverTestIsolationContext;cs+class://Gallio/Model/Isolation/HostedTestIsolationContext;(not implemented)
cs+class://Gallio/NCoverIntegration/NCoverHost;cs+class://Gallio/Runtime/Hosting/IsolatedProcessHost;(not implemented)
cs+class://Gallio/NCoverIntegration/NCoverHostFactory;cs+class://Gallio/Runtime/Hosting/IsolatedProcessHostFactory;(not implemented)
cs+class://Gallio/NCoverIntegration/Tools/NCoverToolException;cs+class://System/Exception;(not implemented)
cs+class://Gallio/NCoverIntegration/Tools/NCoverV1Tool;cs+class://Gallio/NCoverIntegration/Tools/NCoverTool;(not implemented)
cs+class://Gallio/NCoverIntegration/Tools/NCoverV2Tool;cs+class://Gallio/NCoverIntegration/Tools/NCoverTool;(not implemented)
cs+class://Gallio/NCoverIntegration/Tools/NCoverV3Tool;cs+class://Gallio/NCoverIntegration/Tools/NCoverTool;(not implemented)
cs+class://Gallio/TypeMockIntegration/TypeMockHost;cs+class://Gallio/Runtime/Hosting/IsolatedProcessHost;(not implemented)
cs+class://Gallio/TypeMockIntegration/TypeMockHostFactory;cs+class://Gallio/Runtime/Hosting/IsolatedProcessHostFactory;(not implemented)
cs+class://Gallio/TypeMockIntegration/TypeMockProcessTask;cs+class://Gallio/Common/Concurrency/ProcessTask;(not implemented)
cs+class://Gallio/MSTestAdapter/Model/MSTest;cs+class://Gallio/Model/Tree/Test;(not implemented)
cs+class://Gallio/MSTestAdapter/Model/MSTestAssembly;cs+class://Gallio/MSTestAdapter/Model/MSTest;(not implemented)
