Direct?;From;To;Type;Member;FromMember
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Batch;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Batch/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Batch;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Batch/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Batch;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Batch/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Batch;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Batch/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/Cost/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ItemMaster/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase/OnPropertyChanged
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SalesHistory/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/SellingPrice/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;MarketId;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ImportEntityBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/Import/ShapeCoefficient/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/AnodizingType;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/CoatingType;MethodCall;IsCompatibleWithAnodizing;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/AnodizingType/IsCompatibleWith
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/MachiningType;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/CostType;MethodCall;IsCompatibleWithMachining;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/MachiningType/IsCompatibleWith
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/MetalType;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/CostType;MethodCall;IsCompatibleWithMetal;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/MetalType/IsCompatibleWith
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/PaintingType;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/CoatingType;MethodCall;IsCompatibleWithPainting;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/PaintingType/IsCompatibleWith
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/PolishingType;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/TreatmentType;MethodCall;IsCompatibleWithPolishing;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/PolishingType/IsCompatibleWith
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/ThermalBreakType;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/CostType;MethodCall;IsCompatibleWithThermalBreak;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostTypes/ThermalBreakType/IsCompatibleWith
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/ItemCostUnit;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostUnit;MethodCall;GetCostPerItem;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/ItemCostUnit/GetCost
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/KilogramCostUnit;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostUnit;MethodCall;GetCostPerKilo;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/KilogramCostUnit/GetCost
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;OnPropertyChanged;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MachiningClass/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MeterCostUnit;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/CostUnit;MethodCall;GetCostPerMeter;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/MeterCostUnit/GetCost
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/PastAverageDiscountItem;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/PastAverageDiscountItem/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/PastAverageDiscountItem;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/PastAverageDiscountItem/(field initializer)
True;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/PastAverageDiscountItem;cs+class://Qnh/Sbs/PricingTool/Common/ViewModel/BindableBase;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/PastAverageDiscountItem/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/RalCode;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/RalCode/(field initializer)
False;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/RalCode;cs+class://Qnh/Sbs/PricingTool/Common/Model/MarketScopedModel;MethodCall;Set;cs+class://Qnh/Sbs/PricingTool/Common/Model/MasterData/RalCode/(field initializer)
